date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:23:07	5784/5784	U-----	200	untouched ('')	application/octet-stream	date:Wed,%2022%20Feb%202023%2010:49:15%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-vietnamese.woff2	C:/My%20Web%20Sites/Deneme%206/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-vietnamese.woff2	(from https://www.classcentral.com/)
22:23:07	7751/7751	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2022%20Feb%202023%2019:23:07%20GMT	https://www.classcentral.com/subject/science	C:/My%20Web%20Sites/Deneme%206/www.classcentral.com/subject/science	(from https://www.classcentral.com/)
22:23:07	15016/15016	U-----	200	untouched ('')	application/octet-stream	date:Wed,%2022%20Feb%202023%2010:43:14%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-latin-ext.woff2	C:/My%20Web%20Sites/Deneme%206/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-latin-ext.woff2	(from https://www.classcentral.com/)
22:23:08	805129/805129	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2019:23:07%20GMT	https://www.classcentral.com/subject/engineering	C:/My%20Web%20Sites/Deneme%206/www.classcentral.com/subject/engineering.html	(from https://www.classcentral.com/)
22:23:08	7740/7740	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2022%20Feb%202023%2019:23:08%20GMT	https://www.classcentral.com/subject/education	C:/My%20Web%20Sites/Deneme%206/www.classcentral.com/subject/education	(from https://www.classcentral.com/)
22:23:08	7808/7808	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2022%20Feb%202023%2019:23:08%20GMT	https://www.classcentral.com/subject/social-sciences	C:/My%20Web%20Sites/Deneme%206/www.classcentral.com/subject/social-sciences	(from https://www.classcentral.com/)
22:23:08	15948/15948	U-----	200	untouched ('')	application/octet-stream	date:Mon,%2020%20Feb%202023%2019:49:48%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-latin.woff2	C:/My%20Web%20Sites/Deneme%206/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-latin.woff2	(from https://www.classcentral.com/)
22:23:08	7780/7780	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2022%20Feb%202023%2019:23:08%20GMT	https://www.classcentral.com/subject/art-and-design	C:/My%20Web%20Sites/Deneme%206/www.classcentral.com/subject/art-and-design	(from https://www.classcentral.com/)
22:23:09	7987/7987	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2022%20Feb%202023%2019:23:09%20GMT	https://www.classcentral.com/subject/data-science	C:/My%20Web%20Sites/Deneme%206/www.classcentral.com/subject/data-science.30.delayed	(from https://www.classcentral.com/)
22:23:09	6696/6696	U-----	200	untouched ('')	application/octet-stream	date:Wed,%2022%20Feb%202023%2010:49:15%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-cyrillic-ext.woff2	C:/My%20Web%20Sites/Deneme%206/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-cyrillic-ext.woff2	(from https://www.classcentral.com/)
22:23:09	9540/9540	U-----	200	untouched ('')	application/octet-stream	date:Wed,%2022%20Feb%202023%2010:43:14%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-cyrillic.woff2	C:/My%20Web%20Sites/Deneme%206/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-cyrillic.woff2	(from https://www.classcentral.com/)
22:23:09	7360/7360	U-----	200	untouched ('')	application/octet-stream	date:Wed,%2022%20Feb%202023%2010:43:14%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-greek-ext.woff2	C:/My%20Web%20Sites/Deneme%206/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-greek-ext.woff2	(from https://www.classcentral.com/)
22:23:09	7942/7942	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2022%20Feb%202023%2019:23:09%20GMT	https://www.classcentral.com/subject/programming-and-software-development	C:/My%20Web%20Sites/Deneme%206/www.classcentral.com/subject/programming-and-software-development	(from https://www.classcentral.com/)
22:23:09	8280/8280	U-----	200	untouched ('')	application/octet-stream	date:Wed,%2022%20Feb%202023%2010:43:14%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-greek.woff2	C:/My%20Web%20Sites/Deneme%206/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-greek.woff2	(from https://www.classcentral.com/)
22:23:09	7827/7827	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2022%20Feb%202023%2019:23:09%20GMT	https://www.classcentral.com/subject/personal-development	C:/My%20Web%20Sites/Deneme%206/www.classcentral.com/subject/personal-development	(from https://www.classcentral.com/)
22:23:09	7730/7730	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2022%20Feb%202023%2019:23:09%20GMT	https://www.classcentral.com/subject/infosec	C:/My%20Web%20Sites/Deneme%206/www.classcentral.com/subject/infosec	(from https://www.classcentral.com/)
22:23:10	5676/5676	U-----	200	untouched ('')	application/octet-stream	date:Wed,%2022%20Feb%202023%2010:43:14%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-vietnamese.woff2	C:/My%20Web%20Sites/Deneme%206/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-vietnamese.woff2	(from https://www.classcentral.com/)
22:23:10	14808/14808	U-----	200	untouched ('')	application/octet-stream	date:Wed,%2022%20Feb%202023%2010:49:15%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-latin-ext.woff2	C:/My%20Web%20Sites/Deneme%206/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-latin-ext.woff2	(from https://www.classcentral.com/)
22:23:10	15764/15764	U-----	200	untouched ('')	application/octet-stream	date:Wed,%2022%20Feb%202023%2010:43:14%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-latin.woff2	C:/My%20Web%20Sites/Deneme%206/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-latin.woff2	(from https://www.classcentral.com/)
22:23:10	990/990	U-----	200	untouched ('')	image/png	date:Wed,%2022%20Feb%202023%2010:43:14%20GMT	https://www.classcentral.com/images/fade-gradient.png	C:/My%20Web%20Sites/Deneme%206/www.classcentral.com/images/fade-gradient.png	(from https://www.classcentral.com/)
22:23:10	50234/50234	U-----	200	untouched ('')	text/javascript	date:Tue,%2010%20Jan%202023%2021:29:14%20GMT	http://www.google-analytics.com/analytics.js	C:/My%20Web%20Sites/Deneme%206/www.google-analytics.com/analytics.js	(from https://www.classcentral.com/)
22:23:10	378/378	---MC-	302	error ('Found')	text/html	date:Wed,%2022%20Feb%202023%2019:23:10%20GMT	https://www.classcentral.com/new-online-courses	C:/My%20Web%20Sites/Deneme%206/www.classcentral.com/new-online-courses	(from https://www.classcentral.com/)
22:23:13	600415/600415	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2022%20Feb%202023%2019:23:12%20GMT	https://www.classcentral.com/rankings	C:/My%20Web%20Sites/Deneme%206/www.classcentral.com/rankings.html	(from https://www.classcentral.com/)
22:23:13	498/498	---MC-	302	error ('Found')	text/html	date:Wed,%2022%20Feb%202023%2019:23:12%20GMT	https://www.classcentral.com/most-popular-courses	C:/My%20Web%20Sites/Deneme%206/www.classcentral.com/most-popular-courses	(from https://www.classcentral.com/)
22:23:13	7749/7749	U--MC-	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2022%20Feb%202023%2019:23:13%20GMT	https://www.classcentral.com/subject/cs	C:/My%20Web%20Sites/Deneme%206/www.classcentral.com/subject/cs.html	(from https://www.classcentral.com/)
22:23:14	593333/593333	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2022%20Feb%202023%2019:23:12%20GMT	https://www.classcentral.com/collections	C:/My%20Web%20Sites/Deneme%206/www.classcentral.com/collections.html	(from https://www.classcentral.com/)
22:23:15	575887/575887	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2022%20Feb%202023%2019:23:13%20GMT	https://www.classcentral.com/subjects	C:/My%20Web%20Sites/Deneme%206/www.classcentral.com/subjects.html	(from https://www.classcentral.com/)
22:23:15	7762/7762	U--MC-	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2022%20Feb%202023%2019:23:14%20GMT	https://www.classcentral.com/subject/maths	C:/My%20Web%20Sites/Deneme%206/www.classcentral.com/subject/maths.html	(from https://www.classcentral.com/)
22:23:16	848193/848193	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2022%20Feb%202023%2019:23:14%20GMT	https://www.classcentral.com/subject/health	C:/My%20Web%20Sites/Deneme%206/www.classcentral.com/subject/health.html	(from https://www.classcentral.com/)
22:23:16	168236/168236	U-----	200	untouched ('OK')	text/html	date:Wed,%2022%20Feb%202023%2013:41:49%20GMT	https://www.classcentral.com/report/	C:/My%20Web%20Sites/Deneme%206/www.classcentral.com/report/index.html	(from https://www.classcentral.com/)
22:23:16	4282/4282	U-----	200	untouched ('')	image/png	date:Wed,%2004%20Jan%202023%2012:59:08%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fbest-courses%2Fmini-banner-best-of-all-time.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=d9866ee3df3a50272132b746506802ee	C:/My%20Web%20Sites/Deneme%206/ccweb.imgix.net/https_/www.classcentral.com/images/best-courses/mini-banner-best-of-all-time3e68.png	(from https://www.classcentral.com/)
22:23:16	7837/7837	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2022%20Feb%202023%2019:23:16%20GMT	https://www.classcentral.com/subject/information-technology	C:/My%20Web%20Sites/Deneme%206/www.classcentral.com/subject/information-technology	(from https://www.classcentral.com/)
22:23:16	33057/33057	U-----	200	untouched ('')	image/png	date:Wed,%2022%20Feb%202023%2004:02:33%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fbest-courses%2Fmini-banner-best-of-all-time.png?auto=format&h=420&ixlib=php-3.3.1&s=11c7448eb8908a8cc785e26ec27de650	C:/My%20Web%20Sites/Deneme%206/ccweb.imgix.net/https_/www.classcentral.com/images/best-courses/mini-banner-best-of-all-timec7ac.png	(from https://www.classcentral.com/)
22:23:17	198590/198590	U-----	200	untouched ('OK')	text/html	date:Wed,%2022%20Feb%202023%2016:04:59%20GMT	https://www.classcentral.com/report/most-popular-online-courses/	C:/My%20Web%20Sites/Deneme%206/www.classcentral.com/report/most-popular-online-courses/index.html	(from https://www.classcentral.com/)
22:23:17	4168/4168	U-----	200	untouched ('')	image/png	date:Tue,%2011%20Oct%202022%2014:19:28%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fbest-courses%2Fmini-banner-most-popular-of-all-time.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=6b9b3ca668420c3d807c332c51ee7f2c	C:/My%20Web%20Sites/Deneme%206/ccweb.imgix.net/https_/www.classcentral.com/images/best-courses/mini-banner-most-popular-of-all-time0931.png	(from https://www.classcentral.com/)
22:23:17	35437/35437	U-----	200	untouched ('')	image/png	date:Wed,%2022%20Feb%202023%2011:48:56%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fbest-courses%2Fmini-banner-most-popular-of-all-time.png?auto=format&h=420&ixlib=php-3.3.1&s=8ddc221d6528da20924c85c064e17572	C:/My%20Web%20Sites/Deneme%206/ccweb.imgix.net/https_/www.classcentral.com/images/best-courses/mini-banner-most-popular-of-all-time45d9.png	(from https://www.classcentral.com/)
22:23:18	3027064/3027064	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2022%20Feb%202023%2019:23:17%20GMT	https://www.classcentral.com/universities	C:/My%20Web%20Sites/Deneme%206/www.classcentral.com/universities.html	(from https://www.classcentral.com/)
22:23:25	838529/838529	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2022%20Feb%202023%2019:23:18%20GMT	https://www.classcentral.com/collection/top-free-online-courses	C:/My%20Web%20Sites/Deneme%206/www.classcentral.com/collection/top-free-online-courses.html	(from https://www.classcentral.com/)
22:23:26	765265/765265	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2019:23:18%20GMT	https://www.classcentral.com/subject/computer-networking	C:/My%20Web%20Sites/Deneme%206/www.classcentral.com/subject/computer-networking.html	(from https://www.classcentral.com/)
22:23:26	145329/145329	U-----	200	untouched ('OK')	text/html	date:Wed,%2022%20Feb%202023%2016:05:00%20GMT	https://www.classcentral.com/report/best-free-online-courses-2022/	C:/My%20Web%20Sites/Deneme%206/www.classcentral.com/report/best-free-online-courses-2022/index.html	(from https://www.classcentral.com/)
22:23:26	153484/153484	U-----	200	untouched ('OK')	text/html	date:Wed,%2022%20Feb%202023%2016:05:01%20GMT	https://www.classcentral.com/report/best-free-online-courses-2021/	C:/My%20Web%20Sites/Deneme%206/www.classcentral.com/report/best-free-online-courses-2021/index.html	(from https://www.classcentral.com/)
22:23:26	176749/176749	U-----	200	untouched ('OK')	text/html	date:Wed,%2022%20Feb%202023%2016:05:02%20GMT	https://www.classcentral.com/report/most-popular-courses-2022/	C:/My%20Web%20Sites/Deneme%206/www.classcentral.com/report/most-popular-courses-2022/index.html	(from https://www.classcentral.com/)
22:23:27	178591/178591	U-----	200	untouched ('OK')	text/html	date:Wed,%2022%20Feb%202023%2016:05:03%20GMT	https://www.classcentral.com/report/100-most-popular-online-courses-2021/	C:/My%20Web%20Sites/Deneme%206/www.classcentral.com/report/100-most-popular-online-courses-2021/index.html	(from https://www.classcentral.com/)
22:23:27	6215/6215	U-----	200	untouched ('')	image/jpeg	date:Wed,%2022%20Feb%202023%2018:26:47%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-ivy-league-moocs-social.jpg?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=0d3af0d0d31cdbdc684a726b330a759f	C:/My%20Web%20Sites/Deneme%206/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-ivy-league-moocs-social5b92.jpg	(from https://www.classcentral.com/)
22:23:27	50744/50744	U-----	200	untouched ('')	image/jpeg	date:Wed,%2004%20Jan%202023%2013:18:13%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-ivy-league-moocs-social.jpg?auto=format&h=420&ixlib=php-3.3.1&s=c49b305f32e1e971696b9852e3971c6b	C:/My%20Web%20Sites/Deneme%206/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-ivy-league-moocs-social1fe9.jpg	(from https://www.classcentral.com/)
22:23:28	837138/837138	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2019:23:27%20GMT	https://www.classcentral.com/subject/machine-learning	C:/My%20Web%20Sites/Deneme%206/www.classcentral.com/subject/machine-learning.html	(from https://www.classcentral.com/)
22:23:29	816798/816798	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2022%20Feb%202023%2019:23:28%20GMT	https://www.classcentral.com/collection/ivy-league-moocs	C:/My%20Web%20Sites/Deneme%206/www.classcentral.com/collection/ivy-league-moocs.html	(from https://www.classcentral.com/)
22:23:29	518633/518633	U-----	200	untouched ('OK')	text/html	date:Wed,%2022%20Feb%202023%2010:42:09%20GMT	https://www.classcentral.com/report/coursera-free-online-courses/	C:/My%20Web%20Sites/Deneme%206/www.classcentral.com/report/coursera-free-online-courses/index.html	(from https://www.classcentral.com/)
22:23:29	96645/96645	U-----	200	untouched ('')	image/png	date:Tue,%2021%20Feb%202023%2020:44:29%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-coursera-free-courses.png?auto=format&h=420&ixlib=php-3.3.1&s=9044610de77ddba19697f770dd2531c7	C:/My%20Web%20Sites/Deneme%206/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-coursera-free-courses08e8.png	(from https://www.classcentral.com/)
22:23:29	5751/5751	U-----	200	untouched ('')	image/png	date:Tue,%2021%20Feb%202023%2023:42:50%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-coursera-free-courses.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=dbef6e5a11e80f652ab6a5ce5eb593b8	C:/My%20Web%20Sites/Deneme%206/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-coursera-free-coursesd038.png	(from https://www.classcentral.com/)
22:23:29	418637/418637	U-----	200	untouched ('OK')	text/html	date:Wed,%2022%20Feb%202023%2016:04:34%20GMT	https://www.classcentral.com/report/free-certificates/	C:/My%20Web%20Sites/Deneme%206/www.classcentral.com/report/free-certificates/index.html	(from https://www.classcentral.com/)
22:23:29	6083/6083	U-----	200	untouched ('')	image/png	date:Wed,%2022%20Feb%202023%2012:56:19%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-free-certificates.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=f880669c2a69683d851d6be4ee71652e	C:/My%20Web%20Sites/Deneme%206/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-free-certificates7462.png	(from https://www.classcentral.com/)
